s_date,time,receipt_no,member_code,member_type,product_code,unit,quan,price,netextvat,nettotal,r_vatamt,unitcost,totalcost
08 06 2020,10:05:28,61577,10581,2,8.86E+12,PK,15,48,720,720,0,29,435
08 06 2020,10:05:35,61577,10581,2,8.86E+12,PK,4,130,520,520,0,92,368
08 06 2020,10:06:19,61578,,,8.86E+12,PK,15,55,825,825,0,39,585
08 06 2020,10:06:25,61578,,,8.86E+12,KG,7.72,58,447.75,447.75,0,39,301.08
08 06 2020,10:07:26,61579,10504,2,3.01E+12,KG,5,50,250,250,0,36,180
08 06 2020,10:07:30,61579,10504,2,8.86E+12,PK,5,130,650,650,0,92,460
08 06 2020,10:07:34,61579,10504,2,8.86E+12,PK,3,180,504.67,540,35.33,141.1213,423.36
08 06 2020,10:07:37,61579,10504,2,8.85E+12,PK,3,115,322.43,345,22.57,83.4573,250.37
08 06 2020,10:07:39,61579,10504,2,8.85E+12,PK,3,205,574.77,615,40.23,166.028,498.08
08 06 2020,10:07:42,61579,10504,2,8.85E+12,PK,3,185,518.69,555,36.31,142.0563,426.17
08 06 2020,10:07:48,61579,10504,2,8.86E+12,PK,1,420,420,420,0,377.4188,377.42
08 06 2020,10:07:52,61579,10504,2,8.86E+12,PK,10,145,1450,1450,0,104,1040
08 06 2020,10:08:51,61580,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4573,83.46
08 06 2020,10:26:14,61581,,,8.86E+12,PK,1,165,165,165,0,109,109
08 06 2020,10:40:34,61582,10578,2,8.86E+12,PK,17.6,65,1144,1144,0,60.989,1073.41
08 06 2020,10:48:37,61583,,,8.86E+12,PK,6,115,690,690,0,98,588
08 06 2020,11:17:57,61584,10520,2,8.85E+12,PK,5,120,560.75,600,39.25,97.6638,488.32
08 06 2020,11:19:49,61585,,,1.83E+12,PK,6,140,840,840,0,101.0153,606.09
08 06 2020,11:48:39,61586,,,3.01E+12,KG,35,50,1750,1750,0,36,1260
08 06 2020,11:48:43,61586,,,8.86E+12,PK,5,48,240,240,0,30,150
08 06 2020,11:49:27,61587,,,8.86E+12,PK,1,375,375,375,0,377.7767,377.78
08 06 2020,11:58:50,61588,,,8.85E+12,PK,1,80,74.77,80,5.23,54.4699,54.47
08 06 2020,12:33:49,61589,,,2.99E+12,PK,10,90,900,900,0,72.2035,722.04
08 06 2020,12:33:51,61589,,,2.99E+12,PK,20,84,1680,1680,0,72.1663,1443.33
08 06 2020,12:33:53,61589,,,2.99E+12,PK,10,72,720,720,0,72.1904,721.9
08 06 2020,12:36:33,61590,10607,4,2.99E+12,PK,30,72,2160,2160,0,72.1663,2164.99
08 06 2020,12:36:34,61590,10607,4,2.99E+12,PK,30,69,2070,2070,0,72.1172,2163.52
08 06 2020,12:36:34,61590,10607,4,2.99E+12,PK,10,63,630,630,0,72.1904,721.9
08 06 2020,12:37:33,61591,10548,2,2.99E+12,PK,5,99,495,495,0,72.2136,361.07
08 06 2020,12:38:08,61591,10548,2,2.99E+12,PK,110,66,7260,7260,0,72.1172,7932.89
08 06 2020,12:38:47,61591,10548,2,2.99E+12,PK,60,60,3600,3600,0,72.1904,4331.42
08 06 2020,12:38:37,61591,10548,2,2.99E+12,PK,10,57,570,570,0,72.188,721.88
08 06 2020,12:40:04,61592,10614,2,2.99E+12,PK,10,90,900,900,0,72.2035,722.04
08 06 2020,12:40:44,61592,10614,2,2.99E+12,PK,20,78,1560,1560,0,72.1663,1443.33
08 06 2020,12:40:45,61592,10614,2,2.99E+12,PK,20,72,1440,1440,0,72.1172,1442.34
08 06 2020,12:42:35,61593,10518,4,2.99E+12,PK,5,99,495,495,0,72.2136,361.07
08 06 2020,12:42:38,61593,10518,4,2.99E+12,PK,10,90,900,900,0,72.2035,722.04
08 06 2020,12:44:10,61593,10518,4,2.99E+12,PK,30,72,2160,2160,0,72.1663,2164.99
08 06 2020,12:47:03,61593,10518,4,2.99E+12,PK,40,66,2640,2640,0,72.1172,2884.69
08 06 2020,12:46:46,61593,10518,4,2.99E+12,PK,20,60,1200,1200,0,72.1904,1443.81
08 06 2020,12:48:13,61594,,,8.86E+12,PK,8.36,65,543.5,543.5,0,60.989,509.87
08 06 2020,12:48:20,61594,,,8.86E+12,PK,4,115,460,460,0,98,392
08 06 2020,12:48:23,61594,,,8.86E+12,PK,4,120,480,480,0,95.0002,380
08 06 2020,12:48:27,61594,,,8.86E+12,PK,4,65,260,260,0,55.44,221.76
08 06 2020,12:49:24,61595,10575,2,8.86E+12,PK,10,47,470,470,0,28.2996,283
08 06 2020,12:49:32,61595,10575,2,8.85E+12,PK,1,120,112.15,120,7.85,83.4573,83.46
08 06 2020,12:49:35,61595,10575,2,8.85E+12,PK,1,135,126.17,135,8.83,91.8926,91.89
08 06 2020,12:49:37,61595,10575,2,8.85E+12,PK,1,165,154.21,165,10.79,113.6447,113.64
08 06 2020,12:49:45,61595,10575,2,8.85E+12,PK,1,140,130.83,140,9.17,104.766,104.77
08 06 2020,12:52:56,61596,10634,1,8.86E+12,PK,3,65,195,195,0,55.44,166.32
08 06 2020,12:57:33,61597,,,5.99E+12,ตัว,20,70,1308.41,1400,91.59,60.9083,1218.17
08 06 2020,12:58:09,61598,,,5.99E+12,ตัว,5,70,327.1,350,22.9,60.9083,304.54
08 06 2020,13:37:08,61599,,,8.85E+12,PK,2,80,149.53,160,10.47,54.4699,108.94
08 06 2020,13:37:10,61599,,,8.86E+12,PK,1,115,115,115,0,98,98
08 06 2020,13:37:14,61599,,,8.86E+12,PK,1,130,121.5,130,8.5,117,117
08 06 2020,13:44:38,61600,10610,2,8.86E+12,KG,100,32,3200,3200,0,19.614,1961.4
08 06 2020,13:57:34,61601,,,8.85E+12,PK,1,190,177.57,190,12.43,142.0563,142.06
08 06 2020,13:57:58,61602,,,8.86E+12,KG,7.49,68,509.25,509.25,0,55,411.95
08 06 2020,14:26:25,61603,,,8.86E+12,PK,12.27,140,1717.75,1717.75,0,102.0002,1251.54
08 06 2020,14:39:31,61604,,,8.86E+12,PK,5,48,240,240,0,30,150
08 06 2020,14:40:56,61605,10582,2,8.86E+12,PK,1,84,84,84,0,78.2938,78.29
08 06 2020,14:41:02,61605,10582,2,8.86E+12,PK,2,165,330,330,0,109,218
08 06 2020,14:41:03,61605,10582,2,8.86E+12,PK,2,150,300,300,0,92.0201,184.04
08 06 2020,14:45:04,61606,,,8.86E+12,PK,1,47,47,47,0,28.4959,28.5
08 06 2020,15:21:53,61607,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4573,83.46
08 06 2020,15:25:26,61608,,,8.86E+12,PK,1,99,99,99,0,78.2583,78.26
08 06 2020,15:26:50,61609,10565,2,8.86E+12,PK,10,150,1500,1500,0,106,1060
08 06 2020,15:26:56,61609,10565,2,3.01E+12,KG,5,137,685,685,0,109.046,545.23
08 06 2020,15:28:05,61610,10595,2,8.86E+12,PK,10,50,500,500,0,30,300
08 06 2020,15:29:09,61611,10593,2,1.83E+12,PK,8,90,720,720,0,81.4842,651.87
08 06 2020,15:29:52,61612,,,8.86E+12,PK,1,405,405,405,0,377.4188,377.42
08 06 2020,15:30:45,61613,10629,2,8.86E+12,PK,1,435,435,435,0,377.1555,377.16
08 06 2020,15:32:28,61614,10601,2,2.99E+12,PK,100,72,7200,7200,0,72.1172,7211.72
08 06 2020,15:33:11,61615,,,8.86E+12,PK,10,102,1020,1020,0,72.2297,722.3
08 06 2020,15:32:53,61615,,,2.99E+12,PK,10,99,990,990,0,72.2136,722.14
08 06 2020,15:32:57,61615,,,2.99E+12,PK,30,90,2700,2700,0,72.2035,2166.11
08 06 2020,15:34:09,61615,,,2.99E+12,PK,30,72,2160,2160,0,72.1663,2164.99
08 06 2020,15:34:09,61615,,,2.99E+12,PK,30,66,1980,1980,0,72.1172,2163.52
08 06 2020,15:34:10,61615,,,2.99E+12,PK,30,60,1800,1800,0,72.1904,2165.71
08 06 2020,15:35:12,61616,10603,4,2.99E+12,PK,20,99,1980,1980,0,72.2136,1444.27
08 06 2020,15:35:15,61616,10603,4,2.99E+12,PK,30,90,2700,2700,0,72.2035,2166.11
08 06 2020,15:35:17,61616,10603,4,2.99E+12,PK,100,69,6900,6900,0,72.1663,7216.63
08 06 2020,15:35:44,61616,10603,4,2.99E+12,PK,150,57,8550,8550,0,72.1904,10828.56
08 06 2020,15:36:46,61617,,,8.86E+12,PK,10,102,1020,1020,0,72.2297,722.3
08 06 2020,15:36:49,61617,,,2.99E+12,PK,20,90,1800,1800,0,72.2035,1444.07
08 06 2020,15:36:51,61617,,,2.99E+12,PK,30,84,2520,2520,0,72.1663,2164.99
08 06 2020,15:37:41,61618,10618,2,2.99E+12,PK,20,99,1980,1980,0,72.2136,1444.27
08 06 2020,15:38:40,61618,10618,2,2.99E+12,PK,20,90,1800,1800,0,72.2035,1444.07
08 06 2020,15:37:47,61618,10618,2,2.99E+12,PK,50,69,3450,3450,0,72.1663,3608.32
08 06 2020,15:39:19,61618,10618,2,2.99E+12,PK,50,63,3150,3150,0,72.1172,3605.86
08 06 2020,15:38:09,61618,10618,2,2.99E+12,PK,50,57,2850,2850,0,72.1904,3609.52
08 06 2020,15:58:59,61619,,,8.86E+12,PK,1,80,80,80,0,55.44,55.44
08 06 2020,15:59:06,61619,,,8.86E+12,PK,2,115,230,230,0,98,196
08 06 2020,15:59:09,61619,,,8.86E+12,KG,1,135,135,135,0,107.6717,107.67
08 06 2020,15:59:12,61619,,,8.86E+12,PK,1,130,121.5,130,8.5,117,117
08 06 2020,16:03:49,61620,,,8.86E+12,PK,3,165,495,495,0,109,327
08 06 2020,16:03:52,61620,,,8.86E+12,PK,3,145,435,435,0,92.0201,276.06
08 06 2020,16:06:23,61621,,,8.86E+12,PK,1,99,99,99,0,78.2583,78.26
08 06 2020,16:06:26,61621,,,8.86E+12,PK,1,130,121.5,130,8.5,117,117
08 06 2020,16:28:04,61622,,,8.86E+12,PK,2,130,260,260,0,92,184
08 06 2020,16:56:51,61623,,,8.85E+12,PK,1,120,112.15,120,7.85,83.458,83.46
08 06 2020,17:07:58,61624,,,8.86E+12,PK,12.42,65,807.25,807.25,0,60.989,757.48
08 06 2020,17:18:30,61625,,,8.86E+12,PK,1,47,47,47,0,28.4959,28.5
08 06 2020,17:23:46,61626,,,8.86E+12,PK,1,99,99,99,0,78.2583,78.26
08 06 2020,17:23:50,61626,,,8.85E+12,PK,1,115,107.48,115,7.52,87.009,87.01
08 06 2020,17:31:44,61627,,,8.86E+12,PK,1,145,145,145,0,104,104
08 06 2020,17:33:24,61628,,,8.86E+12,PK,1,25,23.36,25,1.64,16,16
08 06 2020,17:44:37,61629,,,8.85E+12,PK,1,165,154.21,165,10.79,113.6165,113.62
08 06 2020,17:44:49,61629,,,8.86E+12,PK,1,135,135,135,0,92,92
08 06 2020,17:44:53,61629,,,8.86E+12,KG,4,135,504.67,540,35.33,117,468
08 06 2020,17:45:02,61629,,,8.86E+12,PK,1,250,233.64,250,16.36,205,205
08 06 2020,17:46:18,61630,,,8.86E+12,PK,2,20,40,40,0,9.942,19.88
09 06 2020,07:54:11,61631,10605,4,8.86E+12,PK,20,70,1400,1400,0,42,840
09 06 2020,07:55:30,61632,,,8.86E+12,PK,1,90,90,90,0,78.2271,78.23
09 06 2020,07:56:07,61633,10529,4,8.86E+12,PK,5,96,480,480,0,78.2159,391.08
09 06 2020,08:16:56,61634,,,8.85E+12,PK,1,115,107.48,115,7.52,87.0085,87.01
09 06 2020,08:18:10,61635,,,8.86E+12,PK,6.25,130,812.5,812.5,0,102,637.5
09 06 2020,08:18:14,61635,,,8.86E+12,PK,1,155,155,155,0,109,109
09 06 2020,08:23:28,61636,,,8.86E+12,PK,1,99,99,99,0,78.2159,78.22
09 06 2020,08:24:11,61637,,,8.86E+12,PK,2,185,345.79,370,24.21,141.1213,282.24
09 06 2020,08:24:44,61637,,,8.86E+12,KG,1,225,210.28,225,14.72,172.8967,172.9
09 06 2020,08:24:55,61637,,,8.86E+12,KG,1,225,210.29,225,14.71,168.225,168.23
09 06 2020,08:50:33,61638,10623,2,8.86E+12,PK,10,115,1150,1150,0,98,980
09 06 2020,08:52:33,61639,,,5.99E+12,ตัว,15,70,981.31,1050,68.69,60.9694,914.54
09 06 2020,08:52:38,61639,,,8.86E+12,PK,2,405,810,810,0,377.4188,754.84
09 06 2020,08:54:36,61640,10519,2,8.86E+12,PK,2,435,870,870,0,377.1555,754.31
09 06 2020,08:54:46,61640,10519,2,8.85E+12,PK,1,190,177.57,190,12.43,142.0564,142.06
09 06 2020,08:54:47,61640,10519,2,8.85E+12,PK,1,220,205.61,220,14.39,166.028,166.03
09 06 2020,08:59:25,61641,10584,2,8.86E+12,KG,15.41,68,1048,1048,0,55,847.55
09 06 2020,08:59:35,61641,10584,2,8.86E+12,PK,5,58,290,290,0,55.4455,277.23
09 06 2020,08:59:40,61641,10584,2,8.86E+12,PK,1,20,20,20,0,9.942,9.94
09 06 2020,09:01:26,61642,10629,2,8.86E+12,KG,10,32,320,320,0,19.1392,191.39
09 06 2020,09:06:55,61643,,,8.86E+12,PK,5,115,575,575,0,98,490
09 06 2020,09:07:00,61643,,,8.86E+12,PK,5,145,725,725,0,104,520
09 06 2020,09:08:27,61644,10591,2,8.86E+12,PK,20,15,300,300,0,7.2366,144.73
09 06 2020,09:08:29,61644,10591,2,8.86E+12,PK,2,80,160,160,0,57.4431,114.89
09 06 2020,09:17:49,61645,,,8.86E+12,PK,12.64,65,821.5,821.5,0,60.9909,770.92
09 06 2020,09:27:46,61646,,,8.86E+12,PK,3,145,435,435,0,104,312
09 06 2020,09:27:47,61646,,,8.86E+12,PK,1,135,135,135,0,92,92
09 06 2020,09:31:36,61647,10520,2,8.85E+12,PK,5,185,864.49,925,60.51,142.0564,710.28
09 06 2020,09:32:01,61647,10520,2,8.85E+12,PK,5,205,957.94,1025,67.06,166.028,830.14
09 06 2020,09:36:11,61648,10504,2,3.01E+12,KG,5,53,265,265,0,36,180
09 06 2020,09:38:14,61648,10504,2,8.86E+12,PK,10,145,1450,1450,0,104,1040
09 06 2020,09:38:51,61648,10504,2,8.86E+12,PK,1,405,405,405,0,377.4188,377.42
09 06 2020,09:39:18,61648,10504,2,8.85E+12,PK,5,185,864.49,925,60.51,142.0564,710.28
09 06 2020,09:40:19,61648,10504,2,8.86E+12,PK,5,130,650,650,0,92,460
09 06 2020,09:42:44,61649,,,8.86E+12,KG,20,32,640,640,0,19.1392,382.78
09 06 2020,09:44:16,61650,,,3.01E+12,KG,15,50,750,750,0,36,540
09 06 2020,09:45:31,61651,,,3.01E+12,KG,10,53,530,530,0,36,360
09 06 2020,09:48:05,61652,10575,2,1.71E+12,PK,2,115,214.95,230,15.05,77.57,155.14
09 06 2020,09:49:58,61653,10573,2,8.86E+12,PK,5,110,550,550,0,92,460
09 06 2020,09:51:34,61654,10573,2,8.86E+12,PK,6.43,130,836,836,0,102,655.86
09 06 2020,09:51:43,61654,10573,2,8.86E+12,PK,5,110,550,550,0,92,460
09 06 2020,09:52:01,61654,10573,2,8.86E+12,PK,5,87,435,435,0,78.2271,391.14
09 06 2020,09:53:44,61655,10550,2,8.86E+12,KG,15.46,68,1051.25,1051.25,0,55,850.3
09 06 2020,09:53:54,61655,10550,2,8.86E+12,PK,5,25,125,125,0,14,70
09 06 2020,09:56:03,61656,10581,2,8.86E+12,PK,25,48,1200,1200,0,29,725
09 06 2020,09:56:17,61656,10581,2,8.86E+12,PK,8,130,1040,1040,0,92,736
09 06 2020,09:56:26,61656,10581,2,8.86E+12,PK,1,480,480,480,0,377.59,377.59
09 06 2020,09:56:57,61657,,,8.86E+12,PK,1,115,115,115,0,98,98
09 06 2020,09:59:15,61658,10589,2,3.01E+12,KG,5,53,265,265,0,36,180
09 06 2020,09:59:25,61658,10589,2,8.86E+12,PK,6,115,690,690,0,98,588
09 06 2020,09:59:55,61658,10589,2,8.86E+12,PK,1.85,140,259,259,0,102.0001,188.7
09 06 2020,10:00:10,61658,10589,2,8.86E+12,PK,4,145,580,580,0,104,416
09 06 2020,10:02:27,61659,10590,2,3.01E+12,KG,20,50,1000,1000,0,36,720
09 06 2020,10:02:34,61659,10590,2,8.86E+12,ก้อน,10,4,40,40,0,2.103,21.03
09 06 2020,10:02:43,61659,10590,2,8.86E+12,PK,3,75,225,225,0,57.4431,172.33
09 06 2020,10:02:53,61659,10590,2,1.83E+12,PK,2.53,90,227.75,227.75,0,80.4837,203.62
09 06 2020,10:03:04,61659,10590,2,1.83E+12,PK,5.5,90,495,495,0,81.4837,448.16
09 06 2020,10:04:36,61660,,,8.85E+12,PK,1,120,112.15,120,7.85,83.458,83.46
09 06 2020,10:08:39,61661,,,8.86E+12,PK,30.21,135,4078.25,4078.25,0,106,3202.26
09 06 2020,10:09:02,61662,,,8.86E+12,PK,1,155,155,155,0,109,109
09 06 2020,10:25:06,61663,10526,1,8.86E+12,PK,1,90,90,90,0,78.2271,78.23
09 06 2020,10:25:11,61663,10526,1,8.86E+12,KG,1,139,129.91,139,9.09,117,117
09 06 2020,10:25:11,61663,10526,1,8.86E+12,PK,1,130,121.49,130,8.51,117,117
09 06 2020,10:25:14,61663,10526,1,8.86E+12,PK,1,145,145,145,0,104,104
09 06 2020,10:25:15,61663,10526,1,8.86E+12,PK,1,115,115,115,0,98,98
09 06 2020,10:25:16,61663,10526,1,8.86E+12,PK,1,125,125,125,0,90,90
09 06 2020,11:20:02,61664,10504,2,8.85E+12,PK,1,65,60.75,65,4.25,45.28,45.28
09 06 2020,11:20:09,61664,10504,2,8.85E+12,PK,1,65,60.75,65,4.25,45.28,45.28
09 06 2020,11:20:36,61664,10504,2,8.86E+12,KG,1,225,210.28,225,14.72,172.8967,172.9
09 06 2020,11:32:55,61665,,,8.86E+12,PK,2,150,300,300,0,92.0201,184.04
09 06 2020,11:32:58,61665,,,8.86E+12,PK,1,135,135,135,0,96,96
09 06 2020,11:37:10,61666,,,8.86E+12,PK,1,126,117.76,126,8.24,96.2619,96.26
09 06 2020,11:44:17,61667,10609,2,8.86E+12,KG,3,130,390,390,0,107.3398,322.02
09 06 2020,11:44:28,61667,10609,2,8.86E+12,PK,3,80,240,240,0,69,207
09 06 2020,11:44:31,61667,10609,2,8.86E+12,PK,3,115,345,345,0,98,294
09 06 2020,11:44:35,61667,10609,2,8.86E+12,PK,3,145,435,435,0,104,312
09 06 2020,11:44:43,61667,10609,2,8.85E+12,PK,6,75,420.56,450,29.44,54.4699,326.82
09 06 2020,11:45:20,61667,10609,2,8.86E+12,PK,4,45,180,180,0,35,140
09 06 2020,11:45:25,61667,10609,2,8.86E+12,PK,2,78,156,156,0,78.2535,156.51
09 06 2020,11:46:33,61668,,,8.86E+12,PK,7.46,130,969.75,969.75,0,102,760.92
09 06 2020,11:46:36,61668,,,8.86E+12,PK,1.8,140,252,252,0,102.0001,183.6
09 06 2020,12:02:28,61669,10614,2,8.86E+12,PK,1,110,102.8,110,7.2,102.62,102.62
09 06 2020,12:02:32,61669,10614,2,8.86E+12,KG,1,135,135,135,0,107.3398,107.34
09 06 2020,12:02:35,61669,10614,2,8.85E+12,PK,1,190,177.57,190,12.43,142.0564,142.06
09 06 2020,12:04:25,61670,10512,4,2.99E+12,PK,20,69,1380,1380,0,72.0875,1441.75
09 06 2020,12:05:23,61671,10614,2,2.99E+12,PK,5,99,495,495,0,72.1685,360.84
09 06 2020,12:05:25,61671,10614,2,2.99E+12,PK,10,90,900,900,0,72.1119,721.12
09 06 2020,12:05:47,61671,10614,2,2.99E+12,PK,10,66,660,660,0,72.0875,720.88
09 06 2020,12:06:42,61672,10548,2,2.99E+12,PK,10,99,990,990,0,72.1685,721.69
09 06 2020,12:07:33,61672,10548,2,2.99E+12,PK,30,66,1980,1980,0,72.0763,2162.29
09 06 2020,12:07:33,61672,10548,2,2.99E+12,PK,50,60,3000,3000,0,72.0875,3604.38
09 06 2020,12:06:47,61672,10548,2,2.99E+12,PK,10,57,570,570,0,72.143,721.43
09 06 2020,12:08:41,61673,10518,4,2.99E+12,PK,5,99,495,495,0,72.1685,360.84
09 06 2020,12:08:42,61673,10518,4,2.99E+12,PK,20,90,1800,1800,0,72.1119,1442.24
09 06 2020,12:08:45,61673,10518,4,2.99E+12,PK,30,72,2160,2160,0,72.077,2162.31
09 06 2020,12:13:13,61673,10518,4,2.99E+12,PK,20,60,1200,1200,0,72.0875,1441.75
09 06 2020,12:14:29,61674,10587,2,8.86E+12,KG,5,130,650,650,0,107.3398,536.7
09 06 2020,12:23:59,61675,10610,2,8.86E+12,KG,80,32,2560,2560,0,19.1392,1531.14
09 06 2020,12:29:39,61676,,,8.86E+12,PK,1,110,110,110,0,92,92
09 06 2020,12:30:08,61677,,,5.99E+12,ตัว,10,70,654.21,700,45.79,60.9694,609.69
09 06 2020,12:37:54,61678,,,8.86E+12,PK,5,45,225,225,0,35,175
09 06 2020,12:38:10,61678,,,8.86E+12,PK,9,145,1305,1305,0,92.0201,828.18
09 06 2020,12:38:17,61678,,,8.86E+12,PK,10,120,1200,1200,0,92,920
09 06 2020,12:38:22,61678,,,8.86E+12,PK,3,165,495,495,0,109,327
09 06 2020,12:38:26,61678,,,8.86E+12,PK,5,145,725,725,0,109,545
09 06 2020,12:39:59,61679,10504,2,1.71E+12,PK,10,170,794.39,850,55.61,60.7475,607.48
09 06 2020,12:41:21,61680,10621,2,8.86E+12,PK,5,145,725,725,0,109,545
09 06 2020,12:56:49,61681,,,8.86E+12,PK,1,99,99,99,0,78.2159,78.22
09 06 2020,13:04:07,61682,10583,2,8.86E+12,KG,16.22,68,1103,1103,0,55,892.1
09 06 2020,13:05:27,61683,10596,2,1.83E+12,PK,5.1,90,459,459,0,80.4837,410.47
09 06 2020,13:06:31,61684,10527,2,8.86E+12,PK,2,435,870,870,0,377.1555,754.31
09 06 2020,13:14:05,61685,,,8.86E+12,PK,2,160,299.07,320,20.93,128.97,257.94
09 06 2020,13:50:02,61686,,,8.86E+12,PK,2,49,98,98,0,28.2688,56.54
09 06 2020,13:50:12,61686,,,8.86E+12,PK,1,70,70,70,0,61.0304,61.03
09 06 2020,13:50:21,61686,,,8.86E+12,PK,1,155,155,155,0,109,109
09 06 2020,13:50:55,61687,,,8.86E+12,PK,1,80,80,80,0,55.44,55.44
09 06 2020,13:51:00,61687,,,8.86E+12,PK,1,135,135,135,0,112.4606,112.46
09 06 2020,13:51:09,61687,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4571,83.46
09 06 2020,13:51:16,61687,,,8.86E+12,PK,1,155,155,155,0,109,109
09 06 2020,13:55:39,61688,,,8.86E+12,PK,1,99,99,99,0,78.2159,78.22
09 06 2020,13:55:48,61688,,,8.86E+12,PK,1,115,115,115,0,98,98
09 06 2020,13:55:55,61688,,,8.85E+12,PK,1,80,74.77,80,5.23,54.4699,54.47
09 06 2020,13:57:00,61688,,,8.86E+12,PK,1,80,80,80,0,57.4431,57.44
09 06 2020,14:38:17,61689,,,8.86E+12,KG,8.42,68,572.5,572.5,0,55,463.1
09 06 2020,15:00:06,61690,,,8.86E+12,PK,5,48,240,240,0,30,150
09 06 2020,15:03:28,61691,,,8.86E+12,PK,10,102,1020,1020,0,72.2297,722.3
09 06 2020,15:03:32,61691,,,2.99E+12,PK,10,99,990,990,0,72.1685,721.69
09 06 2020,15:03:36,61691,,,2.99E+12,PK,20,90,1800,1800,0,72.1119,1442.24
09 06 2020,15:03:38,61691,,,2.99E+12,PK,30,84,2520,2520,0,72.077,2162.31
09 06 2020,15:03:40,61691,,,2.99E+12,PK,20,78,1560,1560,0,72.0763,1441.53
09 06 2020,15:03:42,61691,,,2.99E+12,PK,20,72,1440,1440,0,72.0875,1441.75
09 06 2020,15:04:15,61692,10618,2,2.99E+12,PK,10,99,990,990,0,72.1685,721.69
09 06 2020,15:04:16,61692,10618,2,2.99E+12,PK,10,90,900,900,0,72.1119,721.12
09 06 2020,15:04:18,61692,10618,2,2.99E+12,PK,50,69,3450,3450,0,72.077,3603.85
09 06 2020,15:05:15,61692,10618,2,2.99E+12,PK,50,63,3150,3150,0,72.0763,3603.82
09 06 2020,15:05:15,61692,10618,2,2.99E+12,PK,70,57,3990,3990,0,72.0875,5046.13
09 06 2020,15:06:09,61693,10603,4,2.99E+12,PK,10,99,990,990,0,72.1685,721.69
09 06 2020,15:06:11,61693,10603,4,2.99E+12,PK,50,90,4500,4500,0,72.1119,3605.6
09 06 2020,15:06:13,61693,10603,4,2.99E+12,PK,100,69,6900,6900,0,72.077,7207.7
09 06 2020,15:06:15,61693,10603,4,2.99E+12,PK,100,57,5700,5700,0,72.0875,7208.75
09 06 2020,15:06:41,61694,,,8.86E+12,KG,1,139,129.91,139,9.09,117,117
09 06 2020,15:07:05,61694,,,8.86E+12,PK,2,110,205.6,220,14.4,102.62,205.24
09 06 2020,15:26:46,61695,,,8.86E+12,PK,2,99,198,198,0,78.2159,156.43
09 06 2020,15:30:17,61696,,,8.86E+12,PK,2.57,130,334,334,0,102,262.14
09 06 2020,15:30:26,61696,,,8.86E+12,PK,4,62,248,248,0,61.0304,244.12
09 06 2020,15:39:52,61697,,,8.86E+12,PK,1,99,99,99,0,78.2159,78.22
09 06 2020,15:40:24,61697,,,8.86E+12,PK,1,165,165,165,0,109,109
09 06 2020,15:42:41,61698,,,8.85E+12,PK,1,190,177.57,190,12.43,142.0564,142.06
09 06 2020,16:02:10,61699,,,8.86E+12,KG,16.56,68,1126,1126,0,55,910.8
09 06 2020,16:23:03,61700,,,8.86E+12,PK,8.23,65,535,535,0,60.9909,501.96
09 06 2020,16:34:16,61701,,,8.86E+12,PK,1,70,70,70,0,61.0304,61.03
09 06 2020,16:34:42,61701,,,1.83E+12,PK,1,85,85,85,0,67.185,67.19
09 06 2020,17:38:57,61702,,,8.86E+12,PK,3,16,48,48,0,9.942,29.83
10 06 2020,08:07:59,61703,,,8.86E+12,PK,1,70,70,70,0,61.0304,61.03
10 06 2020,08:31:09,61704,,,8.86E+12,PK,57.86,135,7811,7811,0,106,6133.16
10 06 2020,08:33:13,61705,10520,2,8.86E+12,PK,2,435,870,870,0,377.1885,754.38
10 06 2020,08:42:58,61706,10573,2,8.86E+12,PK,6.52,130,847.5,847.5,0,102,665.04
10 06 2020,08:43:52,61707,,,3.01E+12,KG,15,50,750,750,0,36,540
10 06 2020,08:45:33,61708,10505,2,3.01E+12,KG,60,50,3000,3000,0,36,2160
10 06 2020,08:45:41,61708,10505,2,8.86E+12,PK,60,100,6000,6000,0,92,5520
10 06 2020,08:45:45,61708,10505,2,8.86E+12,PK,2,375,750,750,0,377.5395,755.08
10 06 2020,08:52:19,61709,,,8.86E+12,PK,5,115,575,575,0,98,490
10 06 2020,08:56:58,61710,10573,2,8.86E+12,PK,5,110,550,550,0,92,460
10 06 2020,09:03:02,61711,10583,2,8.86E+12,KG,8.13,68,552.75,552.75,0,55,447.15
10 06 2020,09:04:58,61712,10584,2,8.86E+12,KG,7.63,68,518.75,518.75,0,55,419.65
10 06 2020,09:05:19,61712,10584,2,8.86E+12,PK,5,58,290,290,0,55.4455,277.23
10 06 2020,09:05:38,61712,10584,2,8.86E+12,PK,1,20,20,20,0,9.857,9.86
10 06 2020,09:07:53,61713,10575,2,8.86E+12,PK,1,480,480,480,0,377.59,377.59
10 06 2020,09:08:09,61713,10575,2,8.85E+12,PK,1,115,107.48,115,7.52,87.0085,87.01
10 06 2020,09:09:39,61714,10619,2,8.86E+12,PK,3,145,435,435,0,109,327
10 06 2020,09:10:03,61714,10619,2,8.86E+12,PK,2,115,230,230,0,98,196
10 06 2020,09:10:28,61714,10619,2,8.86E+12,PK,4,45,180,180,0,35,140
10 06 2020,09:10:40,61714,10619,2,8.86E+12,PK,1,80,80,80,0,55.7669,55.77
